point	608	368	808080
	449	52	d0d0d0
	356	38	b0b0b0
	521	345	
	385	354	808080
	292	287	b0b0b0
	214	361	d0d0d0
	552	322	808080
	358	259	
	503	56	b0b0b0
	391	309	d0d0d0
	385	227	808080
	568	112	
	315	241	
	305	0	
	189	161	b0b0b0
	393	131	
	230	238	
	293	70	
	218	360	
	333	437	
	312	32	d0d0d0
	514	180	808080
	588	228	
	244	347	b0b0b0
	401	346	808080
	167	83	b0b0b0
	408	343	
	524	220	808080
	468	368	
	352	452	b0b0b0
	472	210	808080
	189	310	
	332	366	d0d0d0
	517	252	b0b0b0
	487	100	808080
	485	40	
	544	193	
	210	289	
	350	430	
	600	248	
	386	173	
	608	471	
	510	147	
	441	298	
	248	30	b0b0b0
	285	31	808080
	390	240	d0d0d0
	169	159	
	527	142	
	322	11	808080
	286	8	
	542	317	b0b0b0
	480	262	d0d0d0
	394	441	808080
	437	454	d0d0d0
	230	232	808080
	439	183	
	223	256	
	157	402	
	421	87	d0d0d0
	572	351	b0b0b0
	294	99	d0d0d0
	132	222	808080
	565	66	
	375	274	
	554	457	
	201	327	b0b0b0
	172	350	808080
	338	70	
	183	154	
	259	9	b0b0b0
	447	354	
	254	109	808080
	182	367	d0d0d0
	137	349	
	131	281	
	158	264	
	193	199	808080
	544	164	
	450	124	
	407	225	
	466	202	
	321	351	
	554	233	d0d0d0
	292	303	
	447	117	808080
	564	167	
	343	365	b0b0b0
	283	228	808080
	502	96	b0b0b0
	457	399	
	185	132	d0d0d0
	284	159	808080
	504	16	b0b0b0
	294	384	808080
	291	381	
	278	205	b0b0b0
	523	78	
	480	117	
	363	258	
	536	432	
	482	427	808080
	281	248	
	564	455	
	407	68	d0d0d0
	489	174	808080
	561	55	b0b0b0
	228	367	808080
	143	248	d0d0d0
	302	156	
	512	122	808080
	538	262	d0d0d0
	487	119	b0b0b0
	321	400	808080
	320	146	d0d0d0
	395	363	808080
	454	156	
	184	367	d0d0d0
	529	331	808080
	321	208	
	505	212	
	522	257	b0b0b0
	468	11	d0d0d0
	532	118	808080
	617	461	603000
	495	447	
	526	335	
	534	434	
	628	477	
	501	412	
	601	449	
	494	362	
	593	466	
	520	360	
	598	358	804000
	550	439	
	573	393	
	575	377	
	597	409	
	517	404	
	593	389	
	506	377	
	566	403	
	589	406	
	460	365	b05800
	465	300	
	445	256	
	414	292	
	391	267	
	428	375	
	396	293	
	386	349	
	370	291	
	354	329	
	407	242	
	451	314	
	423	297	
	396	275	
	394	215	
	415	318	
	352	286	
	456	216	
	381	308	
	413	231	
	415	259	d06800
	394	310	
	410	318	
	431	295	
	390	317	
	421	258	
	446	305	
	404	264	
	419	293	
	454	272	
	572	410	
	563	428	
	620	431	
	608	452	
	609	412	
	582	421	
	596	439	
	560	436	
	602	413	
	580	417	
rect	550	0	551	480	000050
	128	324	608	325	
line	534	363	521	352	ffff7f
	410	280	403	275	
	407	250	419	248	ff0000
static	375	298	398	329	f0f078	89	/sprites/can/cruiser%6
	601	401	628	437		93	/sprites/can/cruiser%4
	410	242	437	273		115	/sprites/can/cruiser%18
	343	216	389	257	ffffff	58	/sprites/ish/gunship%9
draw	375	244	390	259	/sprites/sfx/explosion/large-hit%5
	408	282	418	291	/sprites/sfx/explosion/energy%19
	592	449	602	458	
line	505	382	502	367	489048
			490	378	
	502	367			204020
draw	0	-144	128	624	/pictures/gui/instruments/left.png
	608		640		/pictures/gui/instruments/right.png
rect	614	359	615	413	00488f
			623	360	
	622			413	002850
	614	412			
	615	360	622	412	003870
	614	413	615	457	007fff
			623	414	
	622			457	00488f
	614	456			
	615	414	622	456	0070e0
	614	231	615	254	909048
			623	232	
	622			254	505028
	614	253			
	615	232	622	253	707038
	614	254	615	329	ffff7f
			623	255	
	622			329	909048
	614	328			
	615	255	622	328	e0e070
	614	103	615	166	904848
			623	104	
	622			166	502828
	614	165			
	615	104	622	165	703838
	614	166	615	201	ff7f7f
			623	167	
	622			201	904848
	614	200			
	615	167	622	200	e07070
	618	8	630	9	90488f
			619	10	
	629		630		
	618	36		37	
		35	619		
	629		630		
	620	10	628	35	703870
		35			c060c0
	634	49	636	52	7fff7f
		53		56	60c060
		57		60	
		61		64	
		65		68	
		69		72	7fff7f
		73		76	0060c0
		77		80	
		81		84	
		85		88	
		89		92	007fff
		93		96	183018
		97		100	
		101		104	
		105		108	
		109		112	
		113		116	
		117		120	
		121		124	
		125		128	
		129		132	
		133		136	
		137		140	
		141		144	
		145		148	
		149		152	
		153		156	
		157		160	
		161		164	
		165		168	
		169		172	
		173		176	
		177		180	
		181		184	
		185		188	
		189		192	
		193		196	
		197		200	
		201		204	
		205		208	
		209		212	
		213		216	
		217		220	
		221		224	
		225		228	
		229		232	
		233		236	
		237		240	
		241		244	
		245		248	
		249		252	
		253		256	
		257		260	
		261		264	
		265		268	
		269		272	
		273		276	
		277		280	
		281		284	
		285		288	
		289		292	
		293		296	
		297		300	
		301		304	
		305		308	
		309		312	
		313		316	
		317		320	
		321		324	
		325		328	
		329		332	
		333		336	
		337		340	
		341		344	
		345		348	
		349		352	
		353		356	
		357		360	
		361		364	
		365		368	
		369		372	
		373		376	
		377		380	
		381		384	
		385		388	
		389		392	
		393		396	
		397		400	
		401		404	
		405		408	
		409		412	
		413		416	
		417		420	
		421		424	
		425		428	
		429		432	
		433		436	
		437		440	
		441		444	
		445		448	
	621	52	631	56	303000
		57		61	
		62		66	
		67		71	
		72		76	
		77		81	
		82		86	
	7	7	115	115	00ff00
	8	8	114	114	001000
	58	58	66	66	003000
point	61	62	00e000
	69	66	
	43	67	
		66	
	41	63	
	43	67	
	66	61	
	67	67	
	65	64	
	62	66	
	68		
	61	71	
	41	63	
	42	67	
	66	69	
	39	63	
	43	67	
	41	63	
	67	65	
	62	61	
	43	67	
	42		
	41	62	
	43	66	
	42		
	64	63	
	61	61	
	42	67	
	62	61	
	42	67	
	61	61	
	65	65	
	61	61	
	43	67	
rect	12	320	121	440	001000
		342	120	343	009000
		356	13	368	
			121	357	
	120			368	005000
	12	367			
	13	357	120	367	007000
	12	438		439	009000
	16	450	114	475	001010
	17		18	462	00c0c0
			44	451	
	43			462	007070
	17	461			
	18	451	43	461	009090
	17	462	18	474	00c0c0
			44	463	
	43			474	007070
	17	473			
	18	463	43	473	009090
crop	15	320	21	332	16	48	00ff00	/fonts/computer.png
	21		27		40	60		
	27		33		72	48		
	33		39		96			
	39		45		32			
	45		51		0	24		
	51		57		24	60		
	57		63		64	48		
	63		69		72			
	69		75		0	60		
	75		81		24			
	15	332	21	344	48	48		
	21		27		8	72		
	27		33		112			
	33		39		24	84		
	39		45		72	72		
	45		51		0	24		
	51		57		8	48		
	57		63		96	72		
	63		69		0	84		
	69		75		64	72		
	75		81		8			
	15	344	21	356	48	48		
	21		27		72	72		
	27		33		56			
	33		39		64			
	39		45		32	84		
	45		51		40	72		
	51		57		16	84		
	15	356	21	368	24	48		
	21		27		16	84		
	27		33		40			
	33		39		72	72		
	39		45		24	84		
	45		51		40	72		
	51		57		16	84		
	15	368	21	380	56	48		
	21		27		40	84		
	27		33		112	72		
	33		39		24	84		
	39		45		64	72		
	45		51		72			
	51		57		0	84		
	15	380	21	392	32	60		
	21		27		16	84		
	27		33		8	72		
	33		39		112			
	39		45		24	84		
	45		51		0			
	51		57		120	72		
	57		63		16	84		
	63		69		32			
	15	392	21	404	40	48		
	21		27		112	72		
	27		33		56			
	33		39		72			
	39		45		112			
	45		51		40			
	51		57					
	57		63		16	84		
	63		69		0	24		
	69		75			60		
	75		81		120	72		
	81		87		32			
	15	404	21	416	8	48		
	21		27		24	84		
	27		33					
	33		39		8	72		
	39		45		40	84		
	45		51		96	72		
	51		57		32	84		
	57		63		0	24		
	63		69		32	60		
	69		75		16	84		
	75		81		8	72		
	81		87		112			
	87		93		24	84		
	93		99		0			
	99		105		120	72		
	105		111		16	84		
	111		117		32			
	19	450	25	462	16	60	00ffff	
	25		31		56	48		
	31		37		64			
	37		43		32	60		
	43		49		0	24		
	49		55		16	48		
	55		61		40	84		
	61		67		72	72		
	67		73		96			
	73		79		32			
	19	462	25	474	96	48		
	25		31		40			
	31		37		48			
	37		43		32	60		
	43		49		0	24		
	49		55		104	48		
	55		61		8	72		
	61		67		72			
	67		73		112			
	73		79		0	24		
	79		85		104	48		
	85		91		40	72		
	91		97		112			
	97		103		40	84		
rect	12	180	13	192	ffff00
			121	181	
	120			192	909000
	12	191			
	13	181	120	191	c0c000
crop	15	180	21	192	24	48	000000	/fonts/computer.png
	21		27		120			
	27		33		112			
	33		39		32	60		
	39		45		16			
	45		51		120	48		
	51		57		96			
	15	192	21	204	16		7fff7f	
	21		27		32	60		
	27		33					
	33		39		96	48		
	39		45		24	60		
	45		51		64	48		
	51		57		72			
	57		63		0	60		
draw	18	206	32	224	/sprites/uns/etc/bttlship%0
rect	14	204	36	205	489048
			15	206	
	35		36		
	14	225		226	
		224	15		
	35		36		
	42	206	49	207	003870
		207		224	0060c0
	40	204	51	205	00488f
			41	206	
	50		51		
	40	225		226	
		224	41		
	50		51		
	55	206	62	209	707000
		209		224	c0c000
	53	204	64	205	909000
			54	206	
	63		64		
	53	225		226	
		224	54		
	63		64		
crop	69	204	75	216	24	48	7fff7f	/fonts/computer.png
	75		81		104			
	81		87		72			
	87		93		24	60		
	93		99					
	99		105		72	48		
	105		111		96			
	111		117		40			
	69	216	75	228	32	60		
	75		81		56			
	81		87		112	48		
	87		93		0	60		
	93		99					
	99		105		40			
	105		111		96	48		
	111		117		24	60		
	12	228	18	240	56	48	00ff00	
	18		24		40	84		
	24		30		112	72		
	30		36		24	84		
	36		42		64	72		
	42		48		72			
	48		54		0	84		
rect	12	252	13	264	007fff
			121	253	
	120			264	00488f
	12	263			
	13	253	120	263	0060c0
crop	15	252	21	264	32	60	000000	/fonts/computer.png
	21		27		8	48		
	27		33		16	60		
	33		39		56	48		
	39		45		40			
	45		51		32	60		
	15	264	21	276	56	48	7fff7f	
	21		27		40	60		
	27		33		112	48		
	33		39		24	60		
	39		45		64	48		
	45		51		72			
	51		57		0	60		
draw	16	280	34	294	/sprites/ish/gunship%0
rect	14	276	36	277	489048
			15	278	
	35		36		
	14	297		298	
		296	15		
	35		36		
	42	278	49	288	003870
		288		296	0060c0
	40	276	51	277	00488f
			41	278	
	50		51		
	40	297		298	
		296	41		
	50		51		
	55	278	62	283	707000
		283		296	c0c000
	53	276	64	277	909000
			54	278	
	63		64		
	53	297		298	
		296	54		
	63		64		
crop	69	276	75	288	0	60	7fff7f	/fonts/computer.png
	75		81		88	48		
	81		87		16			
	87		93		40			
	93		99		8			
	99		105		104			
	105		111		0	24		
	111		117		8	36		
	69	288	75	300	96	48		
	75		81		16			
	81		87		40			
	87		93		8			
	93		99		104			
	99		105		0	24		
	105		111		8	36		
