point	137	30	d0d0d0
	394	299	808080
	261	56	b0b0b0
	256	84	808080
	383	378	b0b0b0
	503	164	d0d0d0
	496	163	
	317	83	b0b0b0
	382	68	d0d0d0
	432	111	b0b0b0
	130	182	d0d0d0
	168	183	808080
	280	245	
	603	214	
	348	322	
	532	97	d0d0d0
	559	386	b0b0b0
	378	464	
	405	171	808080
	182	285	
	527	290	
	149	224	b0b0b0
	200	357	d0d0d0
	204	162	
	293	22	808080
	210	419	
	494	42	d0d0d0
	212	253	808080
	472	34	d0d0d0
	409	295	808080
	293	277	
	347	86	
	515	108	
	288	363	d0d0d0
	560	30	808080
	559	267	d0d0d0
	240	74	b0b0b0
	259	457	
	578	172	d0d0d0
	254	75	808080
	226	281	b0b0b0
	542	77	808080
	362	108	
	436	344	
	503	372	
	472	115	
	305	66	
	510	132	d0d0d0
	314	419	808080
	584	432	
	406	298	b0b0b0
	258	152	808080
	491	255	
	256	233	b0b0b0
	318	422	808080
	585	206	d0d0d0
	391	316	
	289	233	808080
	591	257	d0d0d0
	338	289	b0b0b0
	278	285	
	554	455	
	377	382	808080
	155	136	
	589	240	
	232	135	d0d0d0
	414	319	808080
	412	89	
	266	273	
	230	0	
	380	245	
	383	432	
	490	381	
	128	19	b0b0b0
	545	42	808080
	275	67	b0b0b0
	272	316	808080
	488	72	
	479	232	b0b0b0
	254	340	d0d0d0
	279	292	b0b0b0
	270	9	d0d0d0
	393	64	
	456	109	808080
	289	92	
	159	119	
	600	315	
	232	18	b0b0b0
	525	375	
	255	332	
	128	3	
	281	218	d0d0d0
	264	20	808080
	549	281	
	592	336	b0b0b0
	219	196	808080
	275	180	d0d0d0
	151	115	b0b0b0
	194	55	808080
	579	354	b0b0b0
	220	124	d0d0d0
	292	104	b0b0b0
	605	455	808080
	562	167	b0b0b0
	442	216	
	446	373	808080
	394	1	b0b0b0
	535	247	808080
	534	414	d0d0d0
	606	212	b0b0b0
	601	226	
	311	114	d0d0d0
	453	447	808080
	393	17	
	518	439	d0d0d0
	445	440	b0b0b0
	342	323	d0d0d0
	287	252	
	247	177	
	431	169	
	554	361	b0b0b0
	135	103	
	579	443	808080
	134	30	d0d0d0
	352	369	b0b0b0
	232	236	b05800
	234	242	
	236	231	
	232	237	
	238	229	
	236	243	
	240	240	
	238	242	
	240	236	
	239	242	
	266	210	f07800
	267		
		213	
		212	
	268	214	
		212	
	270		
	266	211	
	268	212	
	267	213	
		211	
	269	210	
	266	212	
	267		
	268	213	
		212	
	269	209	
	268		
	269		
	270	213	
	269		
	268	212	
	267	210	
	270		
	267		
			
	269	211	
		213	
	268	211	
	270		
	271	213	
	268	212	
	271	214	
	268		
	269	211	
	270	212	
	269	213	
	271	214	
	272		
	271	212	
	267	216	
		214	
		215	
	266		
	270	217	
	269	215	
	268	216	
		214	
	269	213	
	268	214	
	271	212	
	269	213	
	271	212	
	268	209	
	270	212	
	272	211	
	269	213	
		212	
	272	213	
	270	211	
	272	214	
		211	
	271	212	
		210	
	273		
	271		
	272	214	
	271	211	
		212	
	272	211	
	271	210	
	270	212	
	271		
	272	213	
	273		
	274	210	
	271	211	
	272	212	
	270	209	
	274	211	
line	255	0	255	480	002850
	511		511		
	128	186	608	186	005000
		442		442	002850
	222	229	220	229	00ff00
	272	218	271	219	ff007f
	232	216	233	218	00ff00
rect	259	211	275	227	900000
triangle	364	236	372	244	00c000
	424	205	430	211	c00000
plus	267	215	275	223	00c000
triangle	289	233	301	245	c00000
rect	272	210	278	216	c00000
triangle	402	112	410	120	c00000
	407	179	415	187	
	216	224	224	232	00c000
	265	207	273	215	007000
	269	163	277	171	00c000
	230	223	238	231	c00000
	249	238	257	246	00c000
rect	268	226	270	228	00c000
	272	191	274	193	
	281	224	283	226	c00000
	187	174	189	176	00c000
	230	227	232	229	00ff00
	255	199	257	201	ff0000
	280	225	282	227	
	250	206	252	208	
	273	212	275	214	
	261	205	265	209	00ff00
	250	238	252	240	
dither	271	229	361	246	303000
tint	275	233	282	244	000000	/fonts/tactical/45
	282		289			/fonts/tactical/6e
	289		296			/fonts/tactical/67
	296		303			/fonts/tactical/69
	303		310			/fonts/tactical/6e
	310		317			/fonts/tactical/65
	317		324			
	324		331			/fonts/tactical/72
	331		338			/fonts/tactical/20
	338		345			/fonts/tactical/50
	345		352			/fonts/tactical/6f
	352		359			/fonts/tactical/64
	274	232	281	243	ffff00	/fonts/tactical/45
	281		288			/fonts/tactical/6e
	288		295			/fonts/tactical/67
	295		302			/fonts/tactical/69
	302		309			/fonts/tactical/6e
	309		316			/fonts/tactical/65
	316		323			
	323		330			/fonts/tactical/72
	330		337			/fonts/tactical/20
	337		344			/fonts/tactical/50
	344		351			/fonts/tactical/6f
	351		358			/fonts/tactical/64
dither	275	193	351	210	001830
tint	279	197	286	208	000000	/fonts/tactical/46
	286		293			/fonts/tactical/6c
	293		300			/fonts/tactical/61
	300		307			/fonts/tactical/6b
	307		314			/fonts/tactical/20
	314		321			/fonts/tactical/44
	321		328			/fonts/tactical/72
	328		335			/fonts/tactical/6f
	335		342			/fonts/tactical/6e
	342		349			/fonts/tactical/65
	278	196	285	207	007fff	/fonts/tactical/46
	285		292			/fonts/tactical/6c
	292		299			/fonts/tactical/61
	299		306			/fonts/tactical/6b
	306		313			/fonts/tactical/20
	313		320			/fonts/tactical/44
	320		327			/fonts/tactical/72
	327		334			/fonts/tactical/6f
	334		341			/fonts/tactical/6e
	341		348			/fonts/tactical/65
dither	200	451	444	468	300000
tint	204	455	211	466	000000	/fonts/tactical/20
	211		218			/fonts/tactical/43
	218		225			/fonts/tactical/72
	225		232			/fonts/tactical/75
	232		239			/fonts/tactical/69
	239		246			/fonts/tactical/73
	246		253			/fonts/tactical/65
	253		260			/fonts/tactical/72
	260		267			/fonts/tactical/20
	267		274			/fonts/tactical/64
	274		281			/fonts/tactical/65
	281		288			/fonts/tactical/73
	288		295			/fonts/tactical/74
	295		302			/fonts/tactical/72
	302		309			/fonts/tactical/6f
	309		316			/fonts/tactical/79
	316		323			/fonts/tactical/65
	323		330			/fonts/tactical/64
	330		337			/fonts/tactical/2e
	337		344			/fonts/tactical/20
	344		351			
	351		358			/fonts/tactical/36
	358		365			/fonts/tactical/20
	365		372			/fonts/tactical/72
	372		379			/fonts/tactical/65
	379		386			/fonts/tactical/6d
	386		393			/fonts/tactical/61
	393		400			/fonts/tactical/69
	400		407			/fonts/tactical/6e
	407		414			/fonts/tactical/69
	414		421			/fonts/tactical/6e
	421		428			/fonts/tactical/67
	428		435			/fonts/tactical/2e
	435		442			/fonts/tactical/20
	203	454	210	465	ff0000	
	210		217			/fonts/tactical/43
	217		224			/fonts/tactical/72
	224		231			/fonts/tactical/75
	231		238			/fonts/tactical/69
	238		245			/fonts/tactical/73
	245		252			/fonts/tactical/65
	252		259			/fonts/tactical/72
	259		266			/fonts/tactical/20
	266		273			/fonts/tactical/64
	273		280			/fonts/tactical/65
	280		287			/fonts/tactical/73
	287		294			/fonts/tactical/74
	294		301			/fonts/tactical/72
	301		308			/fonts/tactical/6f
	308		315			/fonts/tactical/79
	315		322			/fonts/tactical/65
	322		329			/fonts/tactical/64
	329		336			/fonts/tactical/2e
	336		343			/fonts/tactical/20
	343		350			
	350		357			/fonts/tactical/36
	357		364			/fonts/tactical/20
	364		371			/fonts/tactical/72
	371		378			/fonts/tactical/65
	378		385			/fonts/tactical/6d
	385		392			/fonts/tactical/61
	392		399			/fonts/tactical/69
	399		406			/fonts/tactical/6e
	406		413			/fonts/tactical/69
	413		420			/fonts/tactical/6e
	420		427			/fonts/tactical/67
	427		434			/fonts/tactical/2e
	434		441			/fonts/tactical/20
line	230	383	245	379	489048
			233	368	
	245	379			204020
draw	0	0	128	480	/pictures/501.png
	608		640		/pictures/512.png
tint	29	159	35	171	ff0000	/fonts/computer/30
	35		41			/fonts/computer/31
	41		47			/fonts/computer/34
line	614	423	614	359	00488f
		359	622		
	622			423	002850
		423	614		
rect	615	360	622	423	003870
line	614	456	614	424	007fff
		424	622		
	622			456	00488f
		456	614		
rect	615	425	622	456	0070e0
line	614	231	614	231	909048
			622		
	622				505028
			614		
	614	328		232	ffff7f
		232	622		
	622			328	909048
		328	614		
rect	615	233	622	328	e0e070
line	614	133	614	103	904848
		103	622		
	622			133	502828
		133	614		
rect	615	104	622	133	703838
line	614	200	614	134	ff7f7f
		134	622		
	622			200	904848
		200	614		
rect	615	135	622	200	e07070
line	618	8	629	8	90488f
			618	9	
	629		629		
	618	36		36	
			618	35	
	629		629		
rect	620	10	628	35	703870
		35			c060c0
	634	49	636	52	7fff7f
		53		56	60c060
		57		60	
		61		64	703800
		65		68	
		69		72	183018
		73		76	
		77		80	
		81		84	
		85		88	
		89		92	
		93		96	
		97		100	
		101		104	
		105		108	
		109		112	
		113		116	
		117		120	
		121		124	
		125		128	
		129		132	
		133		136	
		137		140	
		141		144	
		145		148	
		149		152	
		153		156	
		157		160	
		161		164	
		165		168	
		169		172	
		173		176	
		177		180	
		181		184	
		185		188	
		189		192	
		193		196	
		197		200	
		201		204	
		205		208	
		209		212	
		213		216	
		217		220	
		221		224	
		225		228	
		229		232	
		233		236	
		237		240	
		241		244	
		245		248	
		249		252	
		253		256	
		257		260	
		261		264	
		265		268	
		269		272	
		273		276	
		277		280	
		281		284	
		285		288	
		289		292	
		293		296	
		297		300	
		301		304	
		305		308	
		309		312	
		313		316	
		317		320	
		321		324	
		325		328	
		329		332	
		333		336	
		337		340	
		341		344	
		345		348	
		349		352	
		353		356	
		357		360	
		361		364	
		365		368	
		369		372	
		373		376	
		377		380	
		381		384	
		385		388	
		389		392	
		393		396	
		397		400	
		401		404	
		405		408	
		409		412	
		413		416	
		417		420	
		421		424	
		425		428	
		429		432	
		433		436	
		437		440	
		441		444	
		445		448	
	621	52	631	56	303000
		57		61	
		62		66	
		67		71	
		72		76	
		77		81	
		82		86	
	7	7	115	115	00ff00
	8	8	114	114	001000
	23	23	99	99	003000
point	70	56	00e000
	46	58	
	50	61	
	47	57	
	45	58	
	67	42	
	46	57	
	38	60	
	67	52	
	46	56	
	39	60	
	46	57	
	40	58	
	46	50	
	38	60	
	44	55	
	43	56	
	47	57	
	46	58	
	40	60	
	48	59	
	45	56	
	46		
			
			
		57	
	45	56	
	43	61	
	46	60	
		54	
		58	
	45	57	
			
	46	58	
		57	
	43	61	
	46	57	
	45		
			
			
	46		
	45		
	46		
			
			
	44	54	
	48	59	
	33	51	
rect	12	320	121	440	001000
tint	15	320	21	332	00ff00	/fonts/computer/42
	21		27			/fonts/computer/55
	27		33			/fonts/computer/49
	33		39			/fonts/computer/4c
	39		45			/fonts/computer/44
	45		51			/fonts/computer/20
	51		57			/fonts/computer/53
	57		63			/fonts/computer/48
	63		69			/fonts/computer/49
	69		75			/fonts/computer/50
	75		81			/fonts/computer/53
line	12	342	119	342	009000
tint	15	332	21	344	00ff00	/fonts/computer/41
	21		27			/fonts/computer/65
	27		33			/fonts/computer/6e
	33		39			/fonts/computer/65
	39		45			/fonts/computer/61
	45		51			/fonts/computer/73
	51		57			/fonts/computer/20
	57		63			/fonts/computer/41
	63		69			/fonts/computer/6c
	69		75			/fonts/computer/70
	75		81			/fonts/computer/68
	81		87			/fonts/computer/61
	15	344	21	356		/fonts/computer/46
	21		27			/fonts/computer/69
	27		33			/fonts/computer/67
	33		39			/fonts/computer/68
	39		45			/fonts/computer/74
	45		51			/fonts/computer/65
	51		57			/fonts/computer/72
line	12	367	12	356	009000
		356	120		
	120			367	005000
		367	12		
rect	13	357	120	367	007000
tint	15	356	21	368	003000	/fonts/computer/43
	21		27			/fonts/computer/72
	27		33			/fonts/computer/75
	33		39			/fonts/computer/69
	39		45			/fonts/computer/73
	45		51			/fonts/computer/65
	51		57			/fonts/computer/72
	15	368	21	380	009000	/fonts/computer/54
	21		27			/fonts/computer/72
	27		33			/fonts/computer/61
	33		39			/fonts/computer/6e
	39		45			/fonts/computer/73
	45		51			/fonts/computer/70
